anonymous_id,candidate_id,claim_text,occurrences,model_claim_type,candidate_source_ids,candidate_evidence_locations,decision_critical,atomic_reviewed,duplicate_of,human_claim_type,support_verdict,correct_assumption,high_impact,human_evidence_locations,rationale,reviewer,reviewed_at
P002,C0011,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/break_even_units"", ""input_ids"": [""fixed_launch_cost"", ""marketing_cost"", ""hardware_price"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve"", ""subscription_attach_rate"", ""average_paid_subscription_months"", ""subscription_price"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""devices"", ""value"": ""3176"", ""value_id"": ""low.break_even_units""}","[""financial_assumptions.financial_values[9]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0012,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_revenue"", ""input_ids"": [""units_sold.base"", ""hardware_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""299000.00"", ""value_id"": ""base.hardware_revenue""}","[""financial_assumptions.financial_values[10]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0013,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_variable_cost"", ""input_ids"": [""units_sold.base"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""170000.00"", ""value_id"": ""base.hardware_variable_cost""}","[""financial_assumptions.financial_values[11]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0014,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_paid_months"", ""input_ids"": [""units_sold.base"", ""subscription_attach_rate"", ""average_paid_subscription_months""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""subscriber-months"", ""value"": ""2400.0"", ""value_id"": ""base.subscription_paid_months""}","[""financial_assumptions.financial_values[12]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0015,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_revenue"", ""input_ids"": [""base.subscription_paid_months"", ""subscription_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""11976.00"", ""value_id"": ""base.subscription_revenue""}","[""financial_assumptions.financial_values[13]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0016,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_variable_cost_total"", ""input_ids"": [""base.subscription_paid_months"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""2400.00"", ""value_id"": ""base.subscription_variable_cost_total""}","[""financial_assumptions.financial_values[14]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0017,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_contribution"", ""input_ids"": [""base.hardware_revenue"", ""base.hardware_variable_cost"", ""base.subscription_revenue"", ""base.subscription_variable_cost_total""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""138576.00"", ""value_id"": ""base.annual_contribution""}","[""financial_assumptions.financial_values[15]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0018,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_cash_change"", ""input_ids"": [""base.annual_contribution"", ""fixed_launch_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-301424.00"", ""value_id"": ""base.annual_cash_change""}","[""financial_assumptions.financial_values[16]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0019,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/ending_cash"", ""input_ids"": [""starting_cash"", ""base.annual_cash_change""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""698576.00"", ""value_id"": ""base.ending_cash""}","[""financial_assumptions.financial_values[17]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0020,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/break_even_units"", ""input_ids"": [""fixed_launch_cost"", ""marketing_cost"", ""hardware_price"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve"", ""subscription_attach_rate"", ""average_paid_subscription_months"", ""subscription_price"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""devices"", ""value"": ""3176"", ""value_id"": ""base.break_even_units""}","[""financial_assumptions.financial_values[18]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0021,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_revenue"", ""input_ids"": [""units_sold.high"", ""hardware_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""598000.00"", ""value_id"": ""high.hardware_revenue""}","[""financial_assumptions.financial_values[19]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0022,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_variable_cost"", ""input_ids"": [""units_sold.high"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""340000.00"", ""value_id"": ""high.hardware_variable_cost""}","[""financial_assumptions.financial_values[20]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0023,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_paid_months"", ""input_ids"": [""units_sold.high"", ""subscription_attach_rate"", ""average_paid_subscription_months""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""subscriber-months"", ""value"": ""4800.0"", ""value_id"": ""high.subscription_paid_months""}","[""financial_assumptions.financial_values[21]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0024,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_revenue"", ""input_ids"": [""high.subscription_paid_months"", ""subscription_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""23952.00"", ""value_id"": ""high.subscription_revenue""}","[""financial_assumptions.financial_values[22]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0025,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_variable_cost_total"", ""input_ids"": [""high.subscription_paid_months"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""4800.00"", ""value_id"": ""high.subscription_variable_cost_total""}","[""financial_assumptions.financial_values[23]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0026,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_contribution"", ""input_ids"": [""high.hardware_revenue"", ""high.hardware_variable_cost"", ""high.subscription_revenue"", ""high.subscription_variable_cost_total""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""277152.00"", ""value_id"": ""high.annual_contribution""}","[""financial_assumptions.financial_values[24]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0027,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_cash_change"", ""input_ids"": [""high.annual_contribution"", ""fixed_launch_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-162848.00"", ""value_id"": ""high.annual_cash_change""}","[""financial_assumptions.financial_values[25]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0028,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/ending_cash"", ""input_ids"": [""starting_cash"", ""high.annual_cash_change""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""837152.00"", ""value_id"": ""high.ending_cash""}","[""financial_assumptions.financial_values[26]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0029,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/break_even_units"", ""input_ids"": [""fixed_launch_cost"", ""marketing_cost"", ""hardware_price"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve"", ""subscription_attach_rate"", ""average_paid_subscription_months"", ""subscription_price"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""devices"", ""value"": ""3176"", ""value_id"": ""high.break_even_units""}","[""financial_assumptions.financial_values[27]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P004,C0001,The archived source includes the quoted pricing excerpt. [EDU-01] Synthetic engineering fixture only.,"[""executive_summary.content.segment1"", ""problem.content.segment1"", ""target_customer.content.segment1"", ""market_opportunity.content.segment1"", ""solution.content.segment1"", ""value_proposition.content.segment1"", ""competitor_analysis.content.segment1"", ""business_model.content.segment1"", ""go_to_market_strategy.content.segment1"", ""financial_assumptions.content.segment1"", ""risks_and_mitigations.content.segment1"", ""implementation_roadmap.content.segment1"", ""appendix.content.segment1""]",[],[],[],,,,,,,,,,,
