anonymous_id,candidate_id,claim_text,occurrences,model_claim_type,candidate_source_ids,candidate_evidence_locations,decision_critical,atomic_reviewed,duplicate_of,human_claim_type,support_verdict,correct_assumption,high_impact,human_evidence_locations,rationale,reviewer,reviewed_at
P001,C0016,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_variable_cost"", ""input_ids"": [""average_paying_users.low"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""400.00"", ""value_id"": ""low.monthly_variable_cost""}","[""financial_assumptions.financial_values[2]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0017,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_contribution"", ""input_ids"": [""average_paying_users.low"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""1500.00"", ""value_id"": ""low.monthly_contribution""}","[""financial_assumptions.financial_values[3]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0018,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_operating_result"", ""input_ids"": [""low.monthly_contribution"", ""fixed_operating_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""-6000.00"", ""value_id"": ""low.monthly_operating_result""}","[""financial_assumptions.financial_values[4]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0019,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/annual_cash_change"", ""input_ids"": [""months"", ""low.monthly_operating_result"", ""one_time_setup""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-90000.00"", ""value_id"": ""low.annual_cash_change""}","[""financial_assumptions.financial_values[5]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0020,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/ending_cash"", ""input_ids"": [""starting_cash"", ""low.annual_cash_change""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""30000.00"", ""value_id"": ""low.ending_cash""}","[""financial_assumptions.financial_values[6]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0021,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/ai_education/break_even_users"", ""input_ids"": [""fixed_operating_cost"", ""marketing_cost"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""monthly average over 12 months"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""customers"", ""value"": ""500"", ""value_id"": ""low.break_even_users""}","[""financial_assumptions.financial_values[7]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0022,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_revenue"", ""input_ids"": [""average_paying_users.base"", ""subscription_price""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""4750.00"", ""value_id"": ""base.monthly_revenue""}","[""financial_assumptions.financial_values[8]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0023,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_variable_cost"", ""input_ids"": [""average_paying_users.base"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""1000.00"", ""value_id"": ""base.monthly_variable_cost""}","[""financial_assumptions.financial_values[9]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0024,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_contribution"", ""input_ids"": [""average_paying_users.base"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""3750.00"", ""value_id"": ""base.monthly_contribution""}","[""financial_assumptions.financial_values[10]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0025,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_operating_result"", ""input_ids"": [""base.monthly_contribution"", ""fixed_operating_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""-3750.00"", ""value_id"": ""base.monthly_operating_result""}","[""financial_assumptions.financial_values[11]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0026,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/annual_cash_change"", ""input_ids"": [""months"", ""base.monthly_operating_result"", ""one_time_setup""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-63000.00"", ""value_id"": ""base.annual_cash_change""}","[""financial_assumptions.financial_values[12]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0027,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/ending_cash"", ""input_ids"": [""starting_cash"", ""base.annual_cash_change""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""57000.00"", ""value_id"": ""base.ending_cash""}","[""financial_assumptions.financial_values[13]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0028,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/ai_education/break_even_users"", ""input_ids"": [""fixed_operating_cost"", ""marketing_cost"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""monthly average over 12 months"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""customers"", ""value"": ""500"", ""value_id"": ""base.break_even_users""}","[""financial_assumptions.financial_values[14]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0029,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_revenue"", ""input_ids"": [""average_paying_users.high"", ""subscription_price""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""9500.00"", ""value_id"": ""high.monthly_revenue""}","[""financial_assumptions.financial_values[15]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0030,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_variable_cost"", ""input_ids"": [""average_paying_users.high"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""2000.00"", ""value_id"": ""high.monthly_variable_cost""}","[""financial_assumptions.financial_values[16]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0031,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_contribution"", ""input_ids"": [""average_paying_users.high"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""7500.00"", ""value_id"": ""high.monthly_contribution""}","[""financial_assumptions.financial_values[17]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0032,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/monthly_operating_result"", ""input_ids"": [""high.monthly_contribution"", ""fixed_operating_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""month"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD/month"", ""value"": ""0.00"", ""value_id"": ""high.monthly_operating_result""}","[""financial_assumptions.financial_values[18]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0033,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/annual_cash_change"", ""input_ids"": [""months"", ""high.monthly_operating_result"", ""one_time_setup""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-18000.00"", ""value_id"": ""high.annual_cash_change""}","[""financial_assumptions.financial_values[19]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0034,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/ai_education/ending_cash"", ""input_ids"": [""starting_cash"", ""high.annual_cash_change""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""102000.00"", ""value_id"": ""high.ending_cash""}","[""financial_assumptions.financial_values[20]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0035,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/ai_education/break_even_users"", ""input_ids"": [""fixed_operating_cost"", ""marketing_cost"", ""subscription_price"", ""variable_cost""], ""origin"": ""calculated_result"", ""period"": ""monthly average over 12 months"", ""reason"": null, ""rounding_policy"": ""integer_exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""customers"", ""value"": ""500"", ""value_id"": ""high.break_even_users""}","[""financial_assumptions.financial_values[21]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P001,C0036,No learning outcome studies have been verified for the AI Tutor.,"[""risks_and_mitigations.content.segment1"", ""risks_and_mitigations.key_claims[1]""]","[""factual""]",[],[],,,,,,,,,,,
P001,C0037,No partnerships or revenue streams have been verified for the AI Tutor.,"[""implementation_roadmap.content.segment1"", ""implementation_roadmap.key_claims[1]""]","[""factual""]",[],[],,,,,,,,,,,
P001,C0038,Khanmigo offers district-level tools including access for teachers and students and data [EDU-01].,"[""appendix.content.segment1"", ""appendix.key_claims[1]""]","[""factual""]","[""EDU-01""]","[{""source_id"": ""EDU-01"", ""chunk_id"": ""EDU-01-C2"", ""line_start"": 44, ""line_end"": 53, ""snapshot_sha256"": ""3ba7b605f33ac8d94f437a7d447df31b4378b947d3ec92845f1dd83be2022c00"", ""quote"": ""*Sales tax not included in Khanmigo pricing.\nKhanmigo District Tools\nRequest pricing\nEverything in Khanmigo for teachers, plus:\nKhanmigo access for teachers and students in your district\nDistrict and school data to drive instructional decisions\nCo-teaching support, automatic rostering, and single sign-on (SSO) through Clever SecureSync or ClassLink\nDedicated customer success manager\nTailored professional learning on AI\nRequest pricing""}]",,,,,,,,,,,
P002,C0001,This proposal recommends a conditional go for a bounded ring pilot to assess market viability.,"[""executive_summary.content.segment1"", ""executive_summary.key_claims[1]""]","[""recommendation""]",[],[],,,,,,,,,,,
P002,C0002,A conditional go allows for further validation before full commitment.,"[""executive_summary.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0003,Assessing if an additional ring form factor meets distinct wellness needs is crucial.,"[""problem.content.segment1"", ""problem.key_claims[1]""]","[""factual""]",[],[],,,,,,,,,,,
P002,C0004,Target customers are US adult smartphone users considering a screen-free wellness wearable.,"[""target_customer.content.segment1"", ""target_customer.key_claims[1]""]","[""assumption""]",[],[],,,,,,,,,,,
P002,C0005,The target customer is defined by their existing tech usage and interest in a specific type of wellness device.,"[""target_customer.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0006,General wellness products are low-risk devices that promote a healthy lifestyle [RING-03].,"[""market_opportunity.content.segment1"", ""market_opportunity.key_claims[1]""]","[""factual""]","[""RING-03""]","[{""source_id"": ""RING-03"", ""chunk_id"": ""RING-03-C2"", ""line_start"": 80, ""line_end"": 85, ""snapshot_sha256"": ""0b2dcc5c6bd1bfe76346171fe7d05aa0b47b14f31b38ed8415e31d27737b9e70"", ""quote"": ""Guidance Issuing Office\nCenter for Devices and Radiological Health\nThe Food and Drug Administration (FDA) is issuing this guidance document to provide clarity to industry and FDA staff on the Center for Devices and Radiological Health's (CDRH's) compliance policy for low risk products that promote a healthy lifestyle (general wellness products).1 This guidance does not apply to products (e.g., drugs, biologics, dietary supplements, foods, or cosmetics) regulated by other FDA Centers or to combination products.2\nSection 3060(a) of the 21st Century Cures Act (Cures Act) amended section 520 of the Federal Food, Drug, and Cosmetic Act (FD&C Act) on December 13, 2016, removing certain software functions, including those intended for maintaining or encouraging a healthy lifestyle that are unrelated to the diagnosis, cure, mitigation, prevention, or treatment of a disease or condition, from the definition of device in section 201(h) of the FD&C Act. Section 520(o)(1)(B) of the FD&C Act, states that software that is intended \""for maintaining or encouraging a healthy lifestyle and is unrelated to the diagnosis, cure, mitigation, prevention, or treatment of a disease or condition\"" is not a device under section 201(h) of the FD&C Act.\nThis guidance clarifies FDA's interpretation of this provision and its application to general wellness products.\n1 This guidance does not change or rescind any requirements of the Federal Food, Drug, and Cosmetic Act (FD&C Act) or any applicable regulations. This guidance also does not preclude FDA from consulting with the Consumer Product Safety Commission (CPSC) as to whether a general wellness product is a consumer product under CPSC's authority or a device. FDA may coordinate with other agencies and authorities, such as the CPSC, to determine jurisdiction over products. If a product is a device under section 201(h) of the FD&C Act, it is generally excluded from CPSC's authority over \""consumer products\"" under the Consumer Product Safety Act (15 U.S.C. § 2052(a)(5)(ii)(H)). However, CPSC and FDA may both have jurisdiction over certain medical devices under other statutory authorities the CPSC administers.""}]",,,,,,,,,,,
P002,C0007,Evaluate a hypothetical ring and companion app for general wellness trends and sleep/activity feedback.,"[""solution.content.segment1"", ""solution.key_claims[1]""]","[""recommendation""]",[],[],,,,,,,,,,,
P002,C0008,This evaluation will determine the feasibility and market fit of the proposed device.,"[""solution.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0009,The proposed ring offers screen-free wellness tracking and personalized insights for users.,"[""value_proposition.content.segment1"", ""value_proposition.key_claims[1]""]","[""assumption""]",[],[],,,,,,,,,,,
P002,C0010,The value proposition assumes a demand for screen-free wellness tracking and personalized insights.,"[""value_proposition.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0011,Oura offers a smart ring with a required monthly or annual membership for full data access [RING-01] [RING-01].,"[""competitor_analysis.content.segment1"", ""competitor_analysis.key_claims[1]""]","[""factual""]","[""RING-01""]","[{""source_id"": ""RING-01"", ""chunk_id"": ""RING-01-C1"", ""line_start"": 15, ""line_end"": 18, ""snapshot_sha256"": ""ff589967d9e74baba83c9a0e3a352555f0d763b360db6db89bddda3425aecc33"", ""quote"": ""Last updated: September 1, 2026\nOura Membership gives you deeper access to accurate data and information about your body, allowing you to make more informed decisions and lead a healthier life. For new members, your first month of membership comes with your ring purchase.\nOura Membership and Oura Ring work hand-in-hand, empowering you to prioritize your long-term health goals and build healthy habits that will last a lifetime. With an active membership, you can track numerous biometrics and receive personalized insights from Oura to help you understand what your body needs.\nOura Membership only applies to Gen3 and newer.""}, {""source_id"": ""RING-01"", ""chunk_id"": ""RING-01-C2"", ""line_start"": 57, ""line_end"": 59, ""snapshot_sha256"": ""ff589967d9e74baba83c9a0e3a352555f0d763b360db6db89bddda3425aecc33"", ""quote"": ""How Much Does Oura Membership Cost?\nOura Membership is available for $5.99/month and $69.99/year in the US, and 5.99 €/month and 69.99 €/year in the European Union. All other membership pricing varies by region and currency. Any applicable taxes are calculated based on your local tax laws and regulations. You can see country-specific pricing in Membership Hub.\nNew members receive one included month of Oura Membership. Oura Membership is tied to your Oura account, not your physical Oura Ring. If you purchase an additional ring with an existing Oura account, you will not receive another complimentary month of Oura Membership.""}]",,,,,,,,,,,
P002,C0012,The business model assumes hypothetical hardware sale plus optional monthly analytics subscription.,"[""business_model.content.segment1"", ""business_model.key_claims[1]""]","[""assumption""]",[],[],,,,,,,,,,,
P002,C0013,The business model is based on a one-time hardware purchase and a recurring subscription for enhanced features.,"[""business_model.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0014,A bounded pilot category-entry proposal in the US is recommended for initial market testing.,"[""go_to_market_strategy.content.segment1"", ""go_to_market_strategy.key_claims[1]""]","[""recommendation""]",[],[],,,,,,,,,,,
P002,C0015,A pilot approach allows for gathering real-world data and refining the product before a wider launch.,"[""go_to_market_strategy.key_claims[1].premise""]",[],[],[],,,,,,,,,,,
P002,C0016,"Annual contribution for the base scenario is $138,576.00 in year one.","[""financial_assumptions.content.segment1"", ""financial_assumptions.key_claims[1]""]","[""factual""]",[],[],,,,,,,,,,,
P002,C0017,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_revenue"", ""input_ids"": [""units_sold.low"", ""hardware_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""149500.00"", ""value_id"": ""low.hardware_revenue""}","[""financial_assumptions.financial_values[1]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0018,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/hardware_variable_cost"", ""input_ids"": [""units_sold.low"", ""unit_manufacturing_cost"", ""unit_logistics_cost"", ""unit_warranty_return_reserve""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""85000.00"", ""value_id"": ""low.hardware_variable_cost""}","[""financial_assumptions.financial_values[2]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0019,"{""currency"": null, ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_paid_months"", ""input_ids"": [""units_sold.low"", ""subscription_attach_rate"", ""average_paid_subscription_months""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""exact"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""subscriber-months"", ""value"": ""1200.0"", ""value_id"": ""low.subscription_paid_months""}","[""financial_assumptions.financial_values[3]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0020,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_revenue"", ""input_ids"": [""low.subscription_paid_months"", ""subscription_price""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""5988.00"", ""value_id"": ""low.subscription_revenue""}","[""financial_assumptions.financial_values[4]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0021,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/subscription_variable_cost_total"", ""input_ids"": [""low.subscription_paid_months"", ""subscription_variable_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""1200.00"", ""value_id"": ""low.subscription_variable_cost_total""}","[""financial_assumptions.financial_values[5]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0022,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_contribution"", ""input_ids"": [""low.hardware_revenue"", ""low.hardware_variable_cost"", ""low.subscription_revenue"", ""low.subscription_variable_cost_total""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""69288.00"", ""value_id"": ""low.annual_contribution""}","[""financial_assumptions.financial_values[6]""]","[""calculated_result""]",[],[],,,,,,,,,,,
P002,C0023,"{""currency"": ""USD"", ""formula_id"": ""s0-case-formulas-v1/intelligent_ring/annual_cash_change"", ""input_ids"": [""low.annual_contribution"", ""fixed_launch_cost"", ""marketing_cost""], ""origin"": ""calculated_result"", ""period"": ""year_1"", ""reason"": null, ""rounding_policy"": ""money_2dp_half_up"", ""source_ids"": [], ""status"": ""value"", ""unit"": ""USD"", ""value"": ""-370712.00"", ""value_id"": ""low.annual_cash_change""}","[""financial_assumptions.financial_values[7]""]","[""calculated_result""]",[],[],,,,,,,,,,,
