planned_id,case_id,condition,handoff_id,run_id,upstream_node,downstream_node,required_artifact_id,required_artifact_version,required_artifact_hash,dependency_ids,branch_rule,expected,status,received_artifact_ref,occurred_at_utc,within_budget,failure_reason,metric_status
ai_education-B,ai_education,B,finance.generate->finance.effective:finance.initial,eac92ec822624ba487358598af7d0a17,finance.generate,finance.effective,finance.initial,1,45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7,"[""finance.initial""]",always,True,succeeded,"{""artifact_id"": ""finance.initial"", ""artifact_version"": 1, ""sha256"": ""45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7""}",2026-09-08T11:46:51.819015+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->writer.generate:packet,eac92ec822624ba487358598af7d0a17,frozen_inputs,writer.generate,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:46:51.834976+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->writer.generate:brief,eac92ec822624ba487358598af7d0a17,frozen_inputs,writer.generate,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:46:51.834976+00:00,True,,succeeded
ai_education-B,ai_education,B,research.effective->writer.generate:research.effective,eac92ec822624ba487358598af7d0a17,research.effective,writer.generate,research.effective,1,9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7""}",2026-09-08T11:46:51.834976+00:00,True,,succeeded
ai_education-B,ai_education,B,strategy.effective->writer.generate:strategy.effective,eac92ec822624ba487358598af7d0a17,strategy.effective,writer.generate,strategy.effective,1,fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b,"[""strategy.effective""]",always,True,succeeded,"{""artifact_id"": ""strategy.effective"", ""artifact_version"": 1, ""sha256"": ""fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b""}",2026-09-08T11:46:51.834976+00:00,True,,succeeded
ai_education-B,ai_education,B,finance.effective->writer.generate:finance.effective,eac92ec822624ba487358598af7d0a17,finance.effective,writer.generate,finance.effective,1,45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7,"[""finance.effective""]",always,True,succeeded,"{""artifact_id"": ""finance.effective"", ""artifact_version"": 1, ""sha256"": ""45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7""}",2026-09-08T11:46:51.834976+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->writer.critic:packet,eac92ec822624ba487358598af7d0a17,frozen_inputs,writer.critic,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:03.751981+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->writer.critic:brief,eac92ec822624ba487358598af7d0a17,frozen_inputs,writer.critic,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:03.752959+00:00,True,,succeeded
ai_education-B,ai_education,B,writer.generate->writer.critic:writer.initial,eac92ec822624ba487358598af7d0a17,writer.generate,writer.critic,writer.initial,1,8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049,"[""writer.initial""]",always,True,succeeded,"{""artifact_id"": ""writer.initial"", ""artifact_version"": 1, ""sha256"": ""8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049""}",2026-09-08T11:47:03.753960+00:00,True,,succeeded
ai_education-B,ai_education,B,writer.critic->writer.gate:writer.critique,eac92ec822624ba487358598af7d0a17,writer.critic,writer.gate,writer.critique,1,6c56ceebfc6f2b9ddd53a2b7eb6de02198f36cbbe3673506bacf7d8b931a0f4b,"[""writer.critique""]",always,True,succeeded,"{""artifact_id"": ""writer.critique"", ""artifact_version"": 1, ""sha256"": ""6c56ceebfc6f2b9ddd53a2b7eb6de02198f36cbbe3673506bacf7d8b931a0f4b""}",2026-09-08T11:47:07.642801+00:00,True,,succeeded
ai_education-B,ai_education,B,writer.gate->writer.effective:writer.gate,eac92ec822624ba487358598af7d0a17,writer.gate,writer.effective,writer.gate,1,b4acac10c5a1aea2919526006ae33208d6b013f8ee5eab7e816722be29376884,"[""writer.gate""]",always,True,succeeded,"{""artifact_id"": ""writer.gate"", ""artifact_version"": 1, ""sha256"": ""b4acac10c5a1aea2919526006ae33208d6b013f8ee5eab7e816722be29376884""}",2026-09-08T11:47:07.647215+00:00,True,,succeeded
ai_education-B,ai_education,B,writer.effective->terminal:writer.effective,eac92ec822624ba487358598af7d0a17,writer.effective,terminal,writer.effective,1,8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049,"[""writer.effective""]",always,True,succeeded,"{""artifact_id"": ""writer.effective"", ""artifact_version"": 1, ""sha256"": ""8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049""}",2026-09-08T11:47:07.668228+00:00,True,,succeeded
ai_education-B,ai_education,B,writer.generate->writer.effective:writer.initial,eac92ec822624ba487358598af7d0a17,writer.generate,writer.effective,writer.initial,1,8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049,"[""writer.initial""]",writer.gate=pass,True,succeeded,"{""artifact_id"": ""writer.initial"", ""artifact_version"": 1, ""sha256"": ""8ef51474b8876fe86fa19385ed703a48bf7279a499588d9ffdd2b393d1274049""}",2026-09-08T11:47:07.647215+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->research.generate:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,research.generate,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:09.194221+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->research.generate:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,research.generate,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:09.195483+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->research.critic:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,research.critic,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:28.065595+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->research.critic:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,research.critic,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:28.065595+00:00,True,,succeeded
ai_education-C,ai_education,C,research.generate->research.critic:research.initial,d2b8c6845d6044b892d1212b3277168c,research.generate,research.critic,research.initial,1,9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7,"[""research.initial""]",always,True,succeeded,"{""artifact_id"": ""research.initial"", ""artifact_version"": 1, ""sha256"": ""9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7""}",2026-09-08T11:47:28.065595+00:00,True,,succeeded
ai_education-C,ai_education,C,research.critic->research.gate:research.critique,d2b8c6845d6044b892d1212b3277168c,research.critic,research.gate,research.critique,1,75d582cf4efa2c72491bc8c41c2f29d1c7f6e0fa72f0f2957bffafe9451ed0f9,"[""research.critique""]",always,True,succeeded,"{""artifact_id"": ""research.critique"", ""artifact_version"": 1, ""sha256"": ""75d582cf4efa2c72491bc8c41c2f29d1c7f6e0fa72f0f2957bffafe9451ed0f9""}",2026-09-08T11:47:32.033619+00:00,True,,succeeded
ai_education-C,ai_education,C,research.gate->research.effective:research.gate,d2b8c6845d6044b892d1212b3277168c,research.gate,research.effective,research.gate,1,e1b5fea7025f46acbdde93be8031f2610c8cb1818ede2ef656f96fde5f8dffa1,"[""research.gate""]",always,True,succeeded,"{""artifact_id"": ""research.gate"", ""artifact_version"": 1, ""sha256"": ""e1b5fea7025f46acbdde93be8031f2610c8cb1818ede2ef656f96fde5f8dffa1""}",2026-09-08T11:47:32.033619+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->strategy.generate:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,strategy.generate,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:32.048065+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->strategy.generate:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,strategy.generate,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:32.048065+00:00,True,,succeeded
ai_education-C,ai_education,C,research.effective->strategy.generate:research.effective,d2b8c6845d6044b892d1212b3277168c,research.effective,strategy.generate,research.effective,1,9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7""}",2026-09-08T11:47:32.048065+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->strategy.critic:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,strategy.critic,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:42.357474+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->strategy.critic:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,strategy.critic,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:42.359593+00:00,True,,succeeded
ai_education-C,ai_education,C,strategy.generate->strategy.critic:strategy.initial,d2b8c6845d6044b892d1212b3277168c,strategy.generate,strategy.critic,strategy.initial,1,fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b,"[""strategy.initial""]",always,True,succeeded,"{""artifact_id"": ""strategy.initial"", ""artifact_version"": 1, ""sha256"": ""fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b""}",2026-09-08T11:47:42.361593+00:00,True,,succeeded
ai_education-C,ai_education,C,strategy.critic->strategy.gate:strategy.critique,d2b8c6845d6044b892d1212b3277168c,strategy.critic,strategy.gate,strategy.critique,1,2f6f1c0e7b54a580ca089bb9211b6b471feab632bb0585ac2b2e0dc18c232afe,"[""strategy.critique""]",always,True,succeeded,"{""artifact_id"": ""strategy.critique"", ""artifact_version"": 1, ""sha256"": ""2f6f1c0e7b54a580ca089bb9211b6b471feab632bb0585ac2b2e0dc18c232afe""}",2026-09-08T11:47:46.735985+00:00,True,,succeeded
ai_education-C,ai_education,C,strategy.gate->strategy.effective:strategy.gate,d2b8c6845d6044b892d1212b3277168c,strategy.gate,strategy.effective,strategy.gate,1,96e14121e66e15099490a30c7ed1d1acdc8f531218898c1880776b5cbf9b78e8,"[""strategy.gate""]",always,True,succeeded,"{""artifact_id"": ""strategy.gate"", ""artifact_version"": 1, ""sha256"": ""96e14121e66e15099490a30c7ed1d1acdc8f531218898c1880776b5cbf9b78e8""}",2026-09-08T11:47:46.742926+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->finance.generate:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,finance.generate,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:46.752773+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->finance.generate:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,finance.generate,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:46.752773+00:00,True,,succeeded
ai_education-C,ai_education,C,research.effective->finance.generate:research.effective,d2b8c6845d6044b892d1212b3277168c,research.effective,finance.generate,research.effective,1,9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7""}",2026-09-08T11:47:46.752773+00:00,True,,succeeded
ai_education-C,ai_education,C,strategy.effective->finance.generate:strategy.effective,d2b8c6845d6044b892d1212b3277168c,strategy.effective,finance.generate,strategy.effective,1,fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b,"[""strategy.effective""]",always,True,succeeded,"{""artifact_id"": ""strategy.effective"", ""artifact_version"": 1, ""sha256"": ""fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b""}",2026-09-08T11:47:46.752773+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->finance.critic:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,finance.critic,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c""}",2026-09-08T11:47:57.515448+00:00,True,,succeeded
ai_education-C,ai_education,C,frozen_inputs->finance.critic:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,finance.critic,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d""}",2026-09-08T11:47:57.515448+00:00,True,,succeeded
ai_education-C,ai_education,C,finance.generate->finance.critic:finance.initial,d2b8c6845d6044b892d1212b3277168c,finance.generate,finance.critic,finance.initial,1,45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7,"[""finance.initial""]",always,True,succeeded,"{""artifact_id"": ""finance.initial"", ""artifact_version"": 1, ""sha256"": ""45d4c2cd683552c539238df0597d3c218601f5201cec3c4a626b182e558646b7""}",2026-09-08T11:47:57.515448+00:00,True,,succeeded
ai_education-C,ai_education,C,finance.critic->finance.gate:finance.critique,d2b8c6845d6044b892d1212b3277168c,finance.critic,finance.gate,finance.critique,1,209b7a7ab6832069cf82041c28ee9361971956149a64c59d90930d07b082ce71,"[""finance.critique""]",always,True,succeeded,"{""artifact_id"": ""finance.critique"", ""artifact_version"": 1, ""sha256"": ""209b7a7ab6832069cf82041c28ee9361971956149a64c59d90930d07b082ce71""}",2026-09-08T11:48:06.787170+00:00,True,,succeeded
ai_education-C,ai_education,C,finance.gate->finance.effective:finance.gate,d2b8c6845d6044b892d1212b3277168c,finance.gate,finance.effective,finance.gate,1,c1dd3edb8ba4d3d44d46c2b76eca19c5ffa08a62587f1d1158eaebd0559f494d,"[""finance.gate""]",always,True,missing,,2026-09-08T11:48:15.341560+00:00,,failed,failed
ai_education-C,ai_education,C,frozen_inputs->writer.generate:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,writer.generate,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,missing,,2026-09-08T11:48:15.342558+00:00,,failed,failed
ai_education-C,ai_education,C,frozen_inputs->writer.generate:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,writer.generate,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,missing,,2026-09-08T11:48:15.343561+00:00,,failed,failed
ai_education-C,ai_education,C,research.effective->writer.generate:research.effective,d2b8c6845d6044b892d1212b3277168c,research.effective,writer.generate,research.effective,1,9988a498198c153435633d3fb8601e93be7093f309581678491e7c3d9e33a4c7,"[""research.effective""]",always,True,missing,,2026-09-08T11:48:15.344559+00:00,,failed,failed
ai_education-C,ai_education,C,strategy.effective->writer.generate:strategy.effective,d2b8c6845d6044b892d1212b3277168c,strategy.effective,writer.generate,strategy.effective,1,fe11eacbc5b0e2bb4f73a7da33cf4ed41ea347dc3fed474b6c97937247142e4b,"[""strategy.effective""]",always,True,missing,,2026-09-08T11:48:15.345555+00:00,,failed,failed
ai_education-C,ai_education,C,finance.effective->writer.generate:finance.effective,d2b8c6845d6044b892d1212b3277168c,finance.effective,writer.generate,finance.effective,,,"[""finance.effective""]",always,True,missing,,2026-09-08T11:48:15.346556+00:00,,failed,failed
ai_education-C,ai_education,C,frozen_inputs->writer.critic:packet,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,writer.critic,packet,1,a673664f362509f9d9ccd10c281fc279112bc491807add2489adb27000d0d10c,"[""packet""]",always,True,missing,,2026-09-08T11:48:15.348555+00:00,,failed,failed
ai_education-C,ai_education,C,frozen_inputs->writer.critic:brief,d2b8c6845d6044b892d1212b3277168c,frozen_inputs,writer.critic,brief,1,71adecf347d25bd8a349846f1f1cd97efe522fc45786b6f36552f0b3fbb7102d,"[""brief""]",always,True,missing,,2026-09-08T11:48:15.349561+00:00,,failed,failed
ai_education-C,ai_education,C,writer.generate->writer.critic:writer.initial,d2b8c6845d6044b892d1212b3277168c,writer.generate,writer.critic,writer.initial,,,"[""writer.initial""]",always,True,missing,,2026-09-08T11:48:15.351576+00:00,,failed,failed
ai_education-C,ai_education,C,writer.critic->writer.gate:writer.critique,d2b8c6845d6044b892d1212b3277168c,writer.critic,writer.gate,writer.critique,,,"[""writer.critique""]",always,True,missing,,2026-09-08T11:48:15.351576+00:00,,failed,failed
