planned_id,case_id,condition,role,applicability,first_contract,request_count,transport_retry_count,structure_repair_count,semantic_revision_request_count,prompt_tokens_known,prompt_tokens,output_tokens_known,output_tokens,total_tokens_known,total_tokens,visible_output_tokens,thinking_tokens_known,thinking_tokens,thinking_status,usage_incomplete,usage_missing_fields,usage_missing_calls,total_token_basis
ai_education-B,ai_education,B,single,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,research,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,0,3862,3862,2192,2192,7755,7755,2192,1701,1701,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,strategy,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,2931,2931,1307,1307,5259,5259,1307,1021,1021,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,finance,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,4600,4600,1470,1470,6993,6993,1470,923,923,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,writer,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,5263,5263,1939,1939,8125,8125,1939,923,923,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,research_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,strategy_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,finance_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,final_critic,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,3471,3471,19,19,4299,4299,19,809,809,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,Revision,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,Supervisor,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-B,ai_education,B,export,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,single,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,research,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,0,3862,3862,2192,2192,7755,7755,2192,1701,1701,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,strategy,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,2931,2931,1307,1307,5259,5259,1307,1021,1021,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,finance,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,4600,4600,1470,1470,6993,6993,1470,923,923,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,writer,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,research_critic,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,2976,2976,21,21,3805,3805,21,808,808,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,strategy_critic,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,3131,3131,15,15,3984,3984,15,838,838,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,finance_critic,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,0,5138,5138,178,178,7156,7156,178,1840,1840,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,final_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,Revision,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,2,1108,1108,14,14,2708,2708,14,1586,1586,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
ai_education-C,ai_education,C,Supervisor,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,single,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,research,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,0,4072,4072,2327,2327,8096,8096,2327,1697,1697,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,strategy,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,finance,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,writer,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,research_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,strategy_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,finance_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,final_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,Revision,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-C,intelligent_ring,C,Supervisor,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,single,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,research,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,2021,2021,885,885,3738,3738,885,832,832,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,strategy,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",2,0,1,0,6174,6174,3096,3096,11155,11155,3096,1885,1885,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,finance,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,4942,4942,2568,2568,8415,8415,2568,905,905,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,writer,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,6016,6016,1742,1742,8703,8703,1742,945,945,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,research_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,strategy_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,finance_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,final_critic,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,3296,3296,19,19,4036,4036,19,721,721,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,Revision,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,Supervisor,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-B,intelligent_ring,B,export,applicable,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,single,applicable,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",1,0,0,0,3933,3933,1915,1915,6765,6765,1915,917,917,observed,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,research,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,strategy,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,finance,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,writer,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,research_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,strategy_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,finance_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,final_critic,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,Revision,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
intelligent_ring-A,intelligent_ring,A,Supervisor,not_applicable,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,False,[],0,provider total (includes returned thinking); never add thinking to total again
