planned_id,case_id,condition,handoff_id,run_id,upstream_node,downstream_node,required_artifact_id,required_artifact_version,required_artifact_hash,dependency_ids,branch_rule,expected,status,received_artifact_ref,occurred_at_utc,within_budget,failure_reason,metric_status
ai_education-D,ai_education,D,research.gate->research.effective:research.gate,58241229974243f794c03d82da882a4c,research.gate,research.effective,research.gate,1,0f604f7d03807b50e8e64e9f95b42ec66a1a428330bf8e2a388ed6d4f0b2f6e0,"[""research.gate""]",always,True,succeeded,"{""artifact_id"": ""research.gate"", ""artifact_version"": 1, ""sha256"": ""0f604f7d03807b50e8e64e9f95b42ec66a1a428330bf8e2a388ed6d4f0b2f6e0""}",2026-09-07T18:47:59.217381+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->strategy.generate:packet,58241229974243f794c03d82da882a4c,frozen_inputs,strategy.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.234000+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->strategy.generate:brief,58241229974243f794c03d82da882a4c,frozen_inputs,strategy.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.234000+00:00,True,,succeeded
ai_education-D,ai_education,D,research.effective->strategy.generate:research.effective,58241229974243f794c03d82da882a4c,research.effective,strategy.generate,research.effective,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.234000+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->strategy.critic:packet,58241229974243f794c03d82da882a4c,frozen_inputs,strategy.critic,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.267320+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->strategy.critic:brief,58241229974243f794c03d82da882a4c,frozen_inputs,strategy.critic,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.267320+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.generate->strategy.critic:strategy.initial,58241229974243f794c03d82da882a4c,strategy.generate,strategy.critic,strategy.initial,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.initial""]",always,True,succeeded,"{""artifact_id"": ""strategy.initial"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.267320+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.critic->strategy.gate:strategy.critique,58241229974243f794c03d82da882a4c,strategy.critic,strategy.gate,strategy.critique,1,195557f899ecf91220146ac48e9af8ff690650a55fcd8b911d6bc7c64c2c06a4,"[""strategy.critique""]",always,True,succeeded,"{""artifact_id"": ""strategy.critique"", ""artifact_version"": 1, ""sha256"": ""195557f899ecf91220146ac48e9af8ff690650a55fcd8b911d6bc7c64c2c06a4""}",2026-09-07T18:47:59.287421+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.gate->strategy.effective:strategy.gate,58241229974243f794c03d82da882a4c,strategy.gate,strategy.effective,strategy.gate,1,879f91f4f1605cd0f145c7e42730db9a6fda2e3bb48be93ca7d6572f2de09ee7,"[""strategy.gate""]",always,True,succeeded,"{""artifact_id"": ""strategy.gate"", ""artifact_version"": 1, ""sha256"": ""879f91f4f1605cd0f145c7e42730db9a6fda2e3bb48be93ca7d6572f2de09ee7""}",2026-09-07T18:47:59.293798+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->finance.generate:packet,58241229974243f794c03d82da882a4c,frozen_inputs,finance.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.303841+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->finance.generate:brief,58241229974243f794c03d82da882a4c,frozen_inputs,finance.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.305798+00:00,True,,succeeded
ai_education-D,ai_education,D,research.effective->finance.generate:research.effective,58241229974243f794c03d82da882a4c,research.effective,finance.generate,research.effective,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.305798+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.effective->finance.generate:strategy.effective,58241229974243f794c03d82da882a4c,strategy.effective,finance.generate,strategy.effective,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.effective""]",always,True,succeeded,"{""artifact_id"": ""strategy.effective"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.305798+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->finance.critic:packet,58241229974243f794c03d82da882a4c,frozen_inputs,finance.critic,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.333987+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->finance.critic:brief,58241229974243f794c03d82da882a4c,frozen_inputs,finance.critic,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.333987+00:00,True,,succeeded
ai_education-D,ai_education,D,finance.generate->finance.critic:finance.initial,58241229974243f794c03d82da882a4c,finance.generate,finance.critic,finance.initial,1,85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a,"[""finance.initial""]",always,True,succeeded,"{""artifact_id"": ""finance.initial"", ""artifact_version"": 1, ""sha256"": ""85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a""}",2026-09-07T18:47:59.333987+00:00,True,,succeeded
ai_education-D,ai_education,D,finance.critic->finance.gate:finance.critique,58241229974243f794c03d82da882a4c,finance.critic,finance.gate,finance.critique,1,32484c0442e17ea3913a05f2e1839f95cfa3231543e79788412e9ad057ba177e,"[""finance.critique""]",always,True,succeeded,"{""artifact_id"": ""finance.critique"", ""artifact_version"": 1, ""sha256"": ""32484c0442e17ea3913a05f2e1839f95cfa3231543e79788412e9ad057ba177e""}",2026-09-07T18:47:59.350785+00:00,True,,succeeded
ai_education-D,ai_education,D,finance.gate->finance.effective:finance.gate,58241229974243f794c03d82da882a4c,finance.gate,finance.effective,finance.gate,1,89297dfb0595b6df4bfe92c32ec2480173e6c1f401f177f7f729a760b7f96d01,"[""finance.gate""]",always,True,succeeded,"{""artifact_id"": ""finance.gate"", ""artifact_version"": 1, ""sha256"": ""89297dfb0595b6df4bfe92c32ec2480173e6c1f401f177f7f729a760b7f96d01""}",2026-09-07T18:47:59.350785+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->writer.generate:packet,58241229974243f794c03d82da882a4c,frozen_inputs,writer.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.367306+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->writer.generate:brief,58241229974243f794c03d82da882a4c,frozen_inputs,writer.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.367306+00:00,True,,succeeded
ai_education-D,ai_education,D,research.effective->writer.generate:research.effective,58241229974243f794c03d82da882a4c,research.effective,writer.generate,research.effective,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.367306+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.effective->writer.generate:strategy.effective,58241229974243f794c03d82da882a4c,strategy.effective,writer.generate,strategy.effective,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.effective""]",always,True,succeeded,"{""artifact_id"": ""strategy.effective"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.367306+00:00,True,,succeeded
ai_education-D,ai_education,D,finance.effective->writer.generate:finance.effective,58241229974243f794c03d82da882a4c,finance.effective,writer.generate,finance.effective,1,85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a,"[""finance.effective""]",always,True,succeeded,"{""artifact_id"": ""finance.effective"", ""artifact_version"": 1, ""sha256"": ""85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a""}",2026-09-07T18:47:59.367306+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->writer.critic:packet,58241229974243f794c03d82da882a4c,frozen_inputs,writer.critic,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.423609+00:00,True,,succeeded
ai_education-D,ai_education,D,frozen_inputs->writer.critic:brief,58241229974243f794c03d82da882a4c,frozen_inputs,writer.critic,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.424653+00:00,True,,succeeded
ai_education-D,ai_education,D,writer.generate->writer.critic:writer.initial,58241229974243f794c03d82da882a4c,writer.generate,writer.critic,writer.initial,1,3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953,"[""writer.initial""]",always,True,succeeded,"{""artifact_id"": ""writer.initial"", ""artifact_version"": 1, ""sha256"": ""3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953""}",2026-09-07T18:47:59.425610+00:00,True,,succeeded
ai_education-D,ai_education,D,writer.critic->writer.gate:writer.critique,58241229974243f794c03d82da882a4c,writer.critic,writer.gate,writer.critique,1,c5864fadde815628c2d540546c241a06f9e1acaa3b7da5b37fb2f015e133ec33,"[""writer.critique""]",always,True,succeeded,"{""artifact_id"": ""writer.critique"", ""artifact_version"": 1, ""sha256"": ""c5864fadde815628c2d540546c241a06f9e1acaa3b7da5b37fb2f015e133ec33""}",2026-09-07T18:47:59.450772+00:00,True,,succeeded
ai_education-D,ai_education,D,writer.gate->writer.effective:writer.gate,58241229974243f794c03d82da882a4c,writer.gate,writer.effective,writer.gate,1,e5f0aa884673ece3f814a42440c136eec21a0b6cf1b493986471afaf1d2adfee,"[""writer.gate""]",always,True,succeeded,"{""artifact_id"": ""writer.gate"", ""artifact_version"": 1, ""sha256"": ""e5f0aa884673ece3f814a42440c136eec21a0b6cf1b493986471afaf1d2adfee""}",2026-09-07T18:47:59.450772+00:00,True,,succeeded
ai_education-D,ai_education,D,writer.effective->terminal:writer.effective,58241229974243f794c03d82da882a4c,writer.effective,terminal,writer.effective,1,3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953,"[""writer.effective""]",always,True,succeeded,"{""artifact_id"": ""writer.effective"", ""artifact_version"": 1, ""sha256"": ""3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953""}",2026-09-07T18:47:59.482605+00:00,True,,succeeded
ai_education-D,ai_education,D,research.generate->research.effective:research.initial,58241229974243f794c03d82da882a4c,research.generate,research.effective,research.initial,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.initial""]",research.gate=pass,True,succeeded,"{""artifact_id"": ""research.initial"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.217381+00:00,True,,succeeded
ai_education-D,ai_education,D,strategy.generate->strategy.effective:strategy.initial,58241229974243f794c03d82da882a4c,strategy.generate,strategy.effective,strategy.initial,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.initial""]",strategy.gate=pass,True,succeeded,"{""artifact_id"": ""strategy.initial"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.294799+00:00,True,,succeeded
ai_education-D,ai_education,D,finance.generate->finance.effective:finance.initial,58241229974243f794c03d82da882a4c,finance.generate,finance.effective,finance.initial,1,85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a,"[""finance.initial""]",finance.gate=pass,True,succeeded,"{""artifact_id"": ""finance.initial"", ""artifact_version"": 1, ""sha256"": ""85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a""}",2026-09-07T18:47:59.366162+00:00,True,,succeeded
ai_education-D,ai_education,D,writer.generate->writer.effective:writer.initial,58241229974243f794c03d82da882a4c,writer.generate,writer.effective,writer.initial,1,3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953,"[""writer.initial""]",writer.gate=pass,True,succeeded,"{""artifact_id"": ""writer.initial"", ""artifact_version"": 1, ""sha256"": ""3d2639fb7c3de33258459d1175c563967b701375b606d31a1dcc4f6d1cc7d953""}",2026-09-07T18:47:59.450772+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->research.generate:packet,6a65df1904934a5384419eb9ed947da8,frozen_inputs,research.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.600606+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->research.generate:brief,6a65df1904934a5384419eb9ed947da8,frozen_inputs,research.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.600606+00:00,True,,succeeded
ai_education-B,ai_education,B,research.generate->research.effective:research.initial,6a65df1904934a5384419eb9ed947da8,research.generate,research.effective,research.initial,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.initial""]",always,True,succeeded,"{""artifact_id"": ""research.initial"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.621929+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->strategy.generate:packet,6a65df1904934a5384419eb9ed947da8,frozen_inputs,strategy.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.634085+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->strategy.generate:brief,6a65df1904934a5384419eb9ed947da8,frozen_inputs,strategy.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.634085+00:00,True,,succeeded
ai_education-B,ai_education,B,research.effective->strategy.generate:research.effective,6a65df1904934a5384419eb9ed947da8,research.effective,strategy.generate,research.effective,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.634085+00:00,True,,succeeded
ai_education-B,ai_education,B,strategy.generate->strategy.effective:strategy.initial,6a65df1904934a5384419eb9ed947da8,strategy.generate,strategy.effective,strategy.initial,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.initial""]",always,True,succeeded,"{""artifact_id"": ""strategy.initial"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.650634+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->finance.generate:packet,6a65df1904934a5384419eb9ed947da8,frozen_inputs,finance.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.667400+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->finance.generate:brief,6a65df1904934a5384419eb9ed947da8,frozen_inputs,finance.generate,brief,1,368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4,"[""brief""]",always,True,succeeded,"{""artifact_id"": ""brief"", ""artifact_version"": 1, ""sha256"": ""368668bc82bb639cfb0af64cbe0a0fb6536195f5f2a49e0069f4e1f7bac6e4a4""}",2026-09-07T18:47:59.667400+00:00,True,,succeeded
ai_education-B,ai_education,B,research.effective->finance.generate:research.effective,6a65df1904934a5384419eb9ed947da8,research.effective,finance.generate,research.effective,1,3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e,"[""research.effective""]",always,True,succeeded,"{""artifact_id"": ""research.effective"", ""artifact_version"": 1, ""sha256"": ""3fe32911235cca5dcc2a39428a4b5309e0489cf38d78bc898a24e4278bb4560e""}",2026-09-07T18:47:59.667400+00:00,True,,succeeded
ai_education-B,ai_education,B,strategy.effective->finance.generate:strategy.effective,6a65df1904934a5384419eb9ed947da8,strategy.effective,finance.generate,strategy.effective,1,f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15,"[""strategy.effective""]",always,True,succeeded,"{""artifact_id"": ""strategy.effective"", ""artifact_version"": 1, ""sha256"": ""f3c3a25a8dfc166402935ca11be7354c2dbdab8312c78c14246229e89dfe7c15""}",2026-09-07T18:47:59.667400+00:00,True,,succeeded
ai_education-B,ai_education,B,finance.generate->finance.effective:finance.initial,6a65df1904934a5384419eb9ed947da8,finance.generate,finance.effective,finance.initial,1,85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a,"[""finance.initial""]",always,True,succeeded,"{""artifact_id"": ""finance.initial"", ""artifact_version"": 1, ""sha256"": ""85b14177c49e627fed4b3a0a58b3f33edd18ae658b75ec078eb665de3b17903a""}",2026-09-07T18:47:59.700991+00:00,True,,succeeded
ai_education-B,ai_education,B,frozen_inputs->writer.generate:packet,6a65df1904934a5384419eb9ed947da8,frozen_inputs,writer.generate,packet,1,2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03,"[""packet""]",always,True,succeeded,"{""artifact_id"": ""packet"", ""artifact_version"": 1, ""sha256"": ""2d05d0f5be08ec4f89f36b6db2af77137f700938a87684c74f2f29b744af4b03""}",2026-09-07T18:47:59.700991+00:00,True,,succeeded
