planned_id,case_id,condition,logical_task_id,role,first_output_passed,state,actual_attempt_count,attempt_ids
ai_education-C,ai_education,C,final.critic.compact.v1,final_critic,True,observed,1,"[""7b77c634-cded-4d96-b7a5-c8a5eb2ed7ba""]"
ai_education-C,ai_education,C,finance.compact.v1,finance,True,observed,1,"[""9103b77c-e52d-4416-a980-4c9cc4ebeb16""]"
ai_education-C,ai_education,C,finance.critic.compact.v1,finance_critic,True,observed,1,"[""4c3b955d-a773-4891-895b-79addff37188""]"
ai_education-C,ai_education,C,research.compact.v1,research,True,observed,1,"[""573d14e8-4360-4f8d-a419-0fb4783b2cf2""]"
ai_education-C,ai_education,C,research.critic.compact.v1,research_critic,True,observed,1,"[""264c404d-4d32-4fc2-9fbf-1546dab3481e""]"
ai_education-C,ai_education,C,strategy.compact.v1,strategy,True,observed,1,"[""42743796-6860-4812-ad5f-c124e4e3a0e8""]"
ai_education-C,ai_education,C,strategy.critic.compact.v1,strategy_critic,True,observed,1,"[""74f4168e-8c42-467b-affc-aa14355139de""]"
ai_education-C,ai_education,C,terminal.v1,export,True,observed,0,[]
ai_education-C,ai_education,C,writer.compact.v1,writer,True,observed,1,"[""201fc099-0101-4f83-9fcb-372bd8f1f84e""]"
intelligent_ring-C,intelligent_ring,C,final.critic.compact.v1,final_critic,True,observed,1,"[""ed82154f-9bdb-4500-ac2e-17829d8a4c20""]"
intelligent_ring-C,intelligent_ring,C,finance.compact.v1,finance,True,observed,1,"[""3456827e-35a7-472e-a245-1f875f530c19""]"
intelligent_ring-C,intelligent_ring,C,finance.critic.compact.v1,finance_critic,True,observed,1,"[""893dacad-87d9-443b-8464-f1b2cc5b263c""]"
intelligent_ring-C,intelligent_ring,C,finance.revision.v2,Revision,True,observed,1,"[""258a36c1-2951-4447-93a9-2c7b189322a8""]"
intelligent_ring-C,intelligent_ring,C,research.compact.v1,research,True,observed,1,"[""06f7b136-f040-4530-8cb0-446a82e1cf98""]"
intelligent_ring-C,intelligent_ring,C,research.critic.compact.v1,research_critic,True,observed,1,"[""ac4920b4-9084-4b65-8ff3-9293765a8dca""]"
intelligent_ring-C,intelligent_ring,C,research.revision.v2,Revision,True,observed,1,"[""ce859091-9b2d-420f-b5ed-d8deceb8433d""]"
intelligent_ring-C,intelligent_ring,C,strategy.compact.v1,strategy,True,observed,1,"[""e4aaec59-16ef-4758-8d86-25480910d19c""]"
intelligent_ring-C,intelligent_ring,C,strategy.critic.compact.v1,strategy_critic,True,observed,1,"[""e62fcc74-3433-459d-9608-90eadb346d4b""]"
intelligent_ring-C,intelligent_ring,C,strategy.revision.v2,Revision,True,observed,1,"[""1ff56631-cada-4fb0-9b48-3e86caad7657""]"
intelligent_ring-C,intelligent_ring,C,terminal.v1,export,True,observed,0,[]
intelligent_ring-C,intelligent_ring,C,writer.compact.v1,writer,True,observed,1,"[""f864cce4-e12f-40ae-b7c2-16c0a1b82887""]"
intelligent_ring-C,intelligent_ring,C,writer.revision.v2,Revision,True,observed,1,"[""b5c2d9ee-43c8-4f65-9af4-aa7372ade5c3""]"
intelligent_ring-B,intelligent_ring,B,final.critic.compact.v1,final_critic,True,observed,1,"[""bd28af32-2c96-48a4-aad5-b13fbbc86da3""]"
intelligent_ring-B,intelligent_ring,B,finance.compact.v1,finance,True,observed,1,"[""d7a48c00-685a-4629-82f2-5e08858fab9e""]"
intelligent_ring-B,intelligent_ring,B,research.compact.v1,research,True,observed,1,"[""d2ac087a-7a83-47b3-9ef0-eac8ec293108""]"
intelligent_ring-B,intelligent_ring,B,strategy.compact.v1,strategy,True,observed,1,"[""cf068d0d-ade9-4b9e-940e-ea743cf54e20""]"
intelligent_ring-B,intelligent_ring,B,terminal.v1,export,True,observed,0,[]
intelligent_ring-B,intelligent_ring,B,writer.compact.v1,writer,True,observed,1,"[""11593c8c-9370-425e-93f3-92c125722c7a""]"
intelligent_ring-B,intelligent_ring,B,writer.revision.v2,Revision,True,observed,1,"[""d7098a23-7dce-453f-bbed-df0a38f5ba94""]"
intelligent_ring-D,intelligent_ring,D,final.critic.compact.v1,final_critic,True,observed,1,"[""34777338-4f41-4ccf-942a-517b351391fc""]"
intelligent_ring-D,intelligent_ring,D,finance.compact.v1,finance,True,observed,1,"[""1c9b9d5f-007a-4efb-9f11-b73d872fbf70""]"
intelligent_ring-D,intelligent_ring,D,finance.critic.compact.v1,finance_critic,True,observed,1,"[""cf8a7a90-e107-420d-b0e9-8e48ad0a8f19""]"
intelligent_ring-D,intelligent_ring,D,finance.revision.v2,Revision,True,observed,1,"[""28e9c4ef-4d73-4206-bf87-c66e1ef065b4""]"
intelligent_ring-D,intelligent_ring,D,research.compact.v1,research,True,observed,1,"[""efd1df91-30be-4792-b28c-f96f24fe6991""]"
intelligent_ring-D,intelligent_ring,D,research.critic.compact.v1,research_critic,True,observed,1,"[""1a6b28f1-ae71-44a6-8d6c-1bfe1ad5d309""]"
intelligent_ring-D,intelligent_ring,D,research.revision.v2,Revision,True,observed,1,"[""ea5dfa14-2ce1-458c-b560-7048aaf0a584""]"
intelligent_ring-D,intelligent_ring,D,strategy.compact.v1,strategy,True,observed,1,"[""60ecbf90-d333-4a81-a6a9-3c1021a2c5a6""]"
intelligent_ring-D,intelligent_ring,D,strategy.critic.compact.v1,strategy_critic,True,observed,1,"[""3e58da66-3c22-4d37-bd4c-00757cdcba36""]"
intelligent_ring-D,intelligent_ring,D,strategy.revision.v2,Revision,True,observed,1,"[""5e13f292-5d0a-4763-859b-fb6623a8f0b6""]"
intelligent_ring-D,intelligent_ring,D,terminal.v1,export,True,observed,0,[]
intelligent_ring-D,intelligent_ring,D,writer.compact.v1,writer,True,observed,1,"[""b2382987-2bc2-4a00-97fe-c1b527b1c52b""]"
intelligent_ring-D,intelligent_ring,D,writer.revision.v2,Revision,True,observed,1,"[""751a46d1-44d5-4083-a834-99d44db52b47""]"
intelligent_ring-A,intelligent_ring,A,single.compact.v1,single,True,observed,1,"[""1472411a-e5df-456f-90d1-f8f5eef99de5""]"
intelligent_ring-A,intelligent_ring,A,terminal.v1,export,True,observed,0,[]
